60
"2173",0,2
"2174",0,3
"2175",0,5
"2176",0,6
"2177",0,8
"2178",0,9
"2179",0,11
"2180",0,15
"2181",0,17
"2182",0,19
"2183",0,20
"2184",0,23
"2185",0,24
"2186",0,25
"2187",0,28
"2188",0,30
"2189",0,31
"2190",0,32
"2191",0,33
"2192",0,34
"2193",0,35
"2194",0,38
"2195",0,41
"2196",0,42
"2197",0,43
"2198",0,44
"2199",0,45
"2200",0,46
"2201",0,47
"2202",0,49
"2203",0,50
"2204",0,51
"2205",0,52
"2206",0,53
"2207",0,55
"2208",0,57
"1",1,2
"2",1,3
"3",1,6
"4",1,8
"5",1,9
"6",1,10
"7",1,13
"8",1,15
"9",1,16
"10",1,19
"11",1,20
"12",1,21
"13",1,26
"14",1,27
"15",1,29
"16",1,32
"17",1,34
"18",1,35
"19",1,36
"20",1,37
"21",1,38
"22",1,40
"23",1,41
"24",1,42
"25",1,43
"26",1,45
"27",1,46
"28",1,47
"29",1,49
"30",1,51
"31",1,54
"32",1,57
"33",1,59
"34",2,1
"35",2,2
"36",2,4
"37",2,5
"38",2,6
"39",2,7
"40",2,10
"41",2,11
"42",2,12
"43",2,14
"44",2,17
"45",2,20
"46",2,21
"47",2,24
"48",2,26
"49",2,28
"50",2,29
"51",2,31
"52",2,34
"53",2,35
"54",2,38
"55",2,41
"56",2,42
"57",2,44
"58",2,45
"59",2,46
"60",2,47
"61",2,48
"62",2,49
"63",2,51
"64",2,56
"65",2,58
"66",2,0
"67",3,1
"68",3,9
"69",3,12
"70",3,13
"71",3,20
"72",3,22
"73",3,23
"74",3,24
"75",3,25
"76",3,27
"77",3,28
"78",3,29
"79",3,30
"80",3,31
"81",3,32
"82",3,34
"83",3,35
"84",3,36
"85",3,38
"86",3,39
"87",3,40
"88",3,41
"89",3,42
"90",3,48
"91",3,49
"92",3,50
"93",3,51
"94",3,52
"95",3,53
"96",3,54
"97",3,55
"98",3,56
"99",3,57
"100",3,0
"101",4,2
"102",4,4
"103",4,6
"104",4,7
"105",4,8
"106",4,9
"107",4,10
"108",4,11
"109",4,13
"110",4,14
"111",4,16
"112",4,17
"113",4,22
"114",4,23
"115",4,24
"116",4,25
"117",4,27
"118",4,28
"119",4,30
"120",4,31
"121",4,33
"122",4,34
"123",4,35
"124",4,40
"125",4,41
"126",4,44
"127",4,45
"128",4,54
"129",4,55
"130",4,56
"131",4,57
"132",5,2
"133",5,5
"134",5,6
"135",5,12
"136",5,14
"137",5,15
"138",5,16
"139",5,17
"140",5,18
"141",5,19
"142",5,20
"143",5,23
"144",5,24
"145",5,27
"146",5,28
"147",5,29
"148",5,30
"149",5,32
"150",5,33
"151",5,34
"152",5,36
"153",5,37
"154",5,38
"155",5,40
"156",5,41
"157",5,42
"158",5,43
"159",5,44
"160",5,45
"161",5,46
"162",5,47
"163",5,48
"164",5,51
"165",5,53
"166",5,55
"167",5,58
"168",5,59
"169",5,0
"170",6,1
"171",6,2
"172",6,4
"173",6,5
"174",6,8
"175",6,9
"176",6,10
"177",6,14
"178",6,15
"179",6,18
"180",6,19
"181",6,20
"182",6,22
"183",6,23
"184",6,24
"185",6,25
"186",6,27
"187",6,30
"188",6,31
"189",6,32
"190",6,36
"191",6,42
"192",6,43
"193",6,45
"194",6,47
"195",6,48
"196",6,50
"197",6,52
"198",6,53
"199",6,54
"200",6,56
"201",6,57
"202",6,0
"203",7,2
"204",7,4
"205",7,8
"206",7,9
"207",7,11
"208",7,12
"209",7,13
"210",7,19
"211",7,20
"212",7,21
"213",7,22
"214",7,24
"215",7,25
"216",7,26
"217",7,28
"218",7,30
"219",7,32
"220",7,35
"221",7,36
"222",7,37
"223",7,38
"224",7,39
"225",7,42
"226",7,43
"227",7,44
"228",7,45
"229",7,47
"230",7,48
"231",7,49
"232",7,52
"233",7,53
"234",7,55
"235",7,56
"236",7,57
"237",8,1
"238",8,4
"239",8,6
"240",8,7
"241",8,8
"242",8,9
"243",8,10
"244",8,13
"245",8,14
"246",8,17
"247",8,19
"248",8,21
"249",8,22
"250",8,23
"251",8,24
"252",8,26
"253",8,29
"254",8,31
"255",8,33
"256",8,35
"257",8,37
"258",8,38
"259",8,39
"260",8,40
"261",8,42
"262",8,44
"263",8,48
"264",8,50
"265",8,53
"266",8,54
"267",8,55
"268",8,57
"269",8,58
"270",8,59
"271",8,0
"272",9,1
"273",9,3
"274",9,4
"275",9,6
"276",9,7
"277",9,8
"278",9,9
"279",9,12
"280",9,13
"281",9,15
"282",9,17
"283",9,19
"284",9,21
"285",9,23
"286",9,24
"287",9,26
"288",9,28
"289",9,29
"290",9,31
"291",9,33
"292",9,35
"293",9,36
"294",9,37
"295",9,39
"296",9,41
"297",9,42
"298",9,44
"299",9,45
"300",9,46
"301",9,49
"302",9,51
"303",9,52
"304",9,53
"305",9,56
"306",9,58
"307",9,0
"308",10,1
"309",10,2
"310",10,4
"311",10,6
"312",10,8
"313",10,13
"314",10,14
"315",10,15
"316",10,16
"317",10,18
"318",10,19
"319",10,20
"320",10,22
"321",10,24
"322",10,26
"323",10,27
"324",10,28
"325",10,29
"326",10,32
"327",10,33
"328",10,35
"329",10,36
"330",10,37
"331",10,38
"332",10,39
"333",10,40
"334",10,41
"335",10,42
"336",10,43
"337",10,44
"338",10,45
"339",10,46
"340",10,47
"341",10,48
"342",10,49
"343",10,50
"344",10,52
"345",10,53
"346",10,54
"347",10,55
"348",10,56
"349",10,57
"350",10,58
"351",10,59
"352",11,2
"353",11,4
"354",11,7
"355",11,11
"356",11,12
"357",11,13
"358",11,15
"359",11,16
"360",11,18
"361",11,20
"362",11,23
