20
"216",0,1
"217",0,2
"218",0,3
"219",0,4
"220",0,10
"221",0,14
"222",0,16
"223",0,17
"224",0,19
"1",1,1
"2",1,2
"3",1,3
"4",1,4
"5",1,5
"6",1,8
"7",1,10
"8",1,11
"9",1,12
"10",1,15
"11",1,16
"12",1,17
"13",1,19
"14",1,0
"15",2,1
"16",2,2
"17",2,5
"18",2,9
"19",2,10
"20",2,11
"21",2,14
"22",2,15
"23",2,16
"24",2,18
"25",2,0
"26",3,1
"27",3,3
"28",3,5
"29",3,6
"30",3,8
"31",3,10
"32",3,11
"33",3,13
"34",3,14
"35",3,16
"36",3,17
"37",3,18
"38",3,19
"39",3,0
"40",4,1
"41",4,7
"42",4,8
"43",4,9
"44",4,11
"45",4,12
"46",4,13
"47",4,14
"48",4,15
"49",4,16
"50",4,17
"51",4,18
"52",4,19
"53",4,0
"54",5,1
"55",5,2
"56",5,3
"57",5,5
"58",5,6
"59",5,7
"60",5,8
"61",5,9
"62",5,10
"63",5,12
"64",5,13
"65",5,14
"66",5,15
"67",5,17
"68",6,3
"69",6,5
"70",6,6
"71",6,7
"72",6,8
"73",6,10
"74",6,13
"75",6,15
"76",6,16
"77",6,17
"78",6,19
"79",7,4
"80",7,5
"81",7,6
"82",7,10
"83",7,11
"84",7,15
"85",7,16
"86",7,18
"87",8,1
"88",8,3
"89",8,4
"90",8,5
"91",8,6
"92",8,12
"93",8,13
"94",8,18
"95",8,19
"96",9,2
"97",9,4
"98",9,5
"99",9,9
"100",9,10
"101",9,11
"102",9,12
"103",9,14
"104",9,19
"105",10,1
"106",10,2
"107",10,3
"108",10,5
"109",10,6
"110",10,7
"111",10,9
"112",10,10
"113",10,11
"114",10,12
"115",10,13
"116",10,14
"117",10,17
"118",10,19
"119",10,0
"120",11,1
"121",11,2
"122",11,3
"123",11,4
"124",11,7
"125",11,9
"126",11,10
"127",11,14
"128",11,17
"129",11,18
"130",11,19
"131",12,1
"132",12,4
"133",12,5
"134",12,8
"135",12,9
"136",12,10
"137",12,12
"138",12,14
"139",12,19
"140",13,3
"141",13,4
"142",13,5
"143",13,6
"144",13,8
"145",13,10
"146",13,13
"147",13,15
"148",13,17
"149",13,19
"150",14,2
"151",14,3
"152",14,4
"153",14,5
"154",14,9
"155",14,10
"156",14,11
"157",14,12
"158",14,15
"159",14,16
"160",14,0
"161",15,1
"162",15,2
"163",15,4
"164",15,5
"165",15,6
"166",15,7
"167",15,13
"168",15,14
"169",15,16
"170",15,18
"171",15,19
"172",16,1
"173",16,2
"174",16,3
"175",16,4
"176",16,6
"177",16,7
"178",16,14
"179",16,15
"180",16,17
"181",16,19
"182",16,0
"183",17,1
"184",17,3
"185",17,4
"186",17,5
"187",17,6
"188",17,10
"189",17,11
"190",17,13
"191",17,16
"192",17,0
"193",18,2
"194",18,3
"195",18,4
"196",18,7
"197",18,8
"198",18,11
"199",18,15
"200",18,18
"201",18,19
"202",19,1
"203",19,3
"204",19,4
"205",19,6
"206",19,8
"207",19,9
"208",19,10
"209",19,11
"210",19,12
"211",19,13
"212",19,15
"213",19,16
"214",19,18
"215",19,0
