90
"4950",0,1
"4951",0,2
"4952",0,3
"4953",0,4
"4954",0,5
"4955",0,6
"4956",0,8
"4957",0,10
"4958",0,11
"4959",0,12
"4960",0,13
"4961",0,15
"4962",0,19
"4963",0,20
"4964",0,22
"4965",0,24
"4966",0,25
"4967",0,26
"4968",0,27
"4969",0,29
"4970",0,30
"4971",0,32
"4972",0,33
"4973",0,34
"4974",0,38
"4975",0,41
"4976",0,42
"4977",0,44
"4978",0,45
"4979",0,46
"4980",0,47
"4981",0,49
"4982",0,50
"4983",0,51
"4984",0,53
"4985",0,55
"4986",0,58
"4987",0,59
"4988",0,60
"4989",0,64
"4990",0,65
"4991",0,69
"4992",0,71
"4993",0,72
"4994",0,73
"4995",0,74
"4996",0,78
"4997",0,79
"4998",0,83
"4999",0,85
"5000",0,86
"5001",0,87
"5002",0,88
"1",1,1
"2",1,2
"3",1,3
"4",1,4
"5",1,5
"6",1,7
"7",1,8
"8",1,10
"9",1,19
"10",1,20
"11",1,21
"12",1,22
"13",1,23
"14",1,28
"15",1,29
"16",1,31
"17",1,33
"18",1,35
"19",1,37
"20",1,38
"21",1,39
"22",1,40
"23",1,41
"24",1,44
"25",1,46
"26",1,47
"27",1,48
"28",1,50
"29",1,51
"30",1,52
"31",1,53
"32",1,54
"33",1,55
"34",1,58
"35",1,60
"36",1,61
"37",1,64
"38",1,65
"39",1,66
"40",1,67
"41",1,70
"42",1,72
"43",1,73
"44",1,75
"45",1,78
"46",1,79
"47",1,81
"48",1,83
"49",1,84
"50",1,85
"51",1,86
"52",1,87
"53",1,88
"54",1,89
"55",1,0
"56",2,1
"57",2,3
"58",2,4
"59",2,5
"60",2,6
"61",2,7
"62",2,9
"63",2,11
"64",2,12
"65",2,14
"66",2,15
"67",2,16
"68",2,17
"69",2,18
"70",2,19
"71",2,22
"72",2,26
"73",2,27
"74",2,28
"75",2,29
"76",2,33
"77",2,35
"78",2,37
"79",2,38
"80",2,39
"81",2,43
"82",2,44
"83",2,45
"84",2,46
"85",2,48
"86",2,50
"87",2,51
"88",2,52
"89",2,57
"90",2,58
"91",2,60
"92",2,64
"93",2,65
"94",2,68
"95",2,70
"96",2,73
"97",2,79
"98",2,80
"99",2,81
"100",2,82
"101",2,83
"102",2,84
"103",2,85
"104",2,86
"105",2,88
"106",2,89
"107",2,0
"108",3,1
"109",3,2
"110",3,4
"111",3,5
"112",3,6
"113",3,8
"114",3,9
"115",3,14
"116",3,15
"117",3,16
"118",3,20
"119",3,22
"120",3,23
"121",3,24
"122",3,25
"123",3,26
"124",3,27
"125",3,35
"126",3,37
"127",3,39
"128",3,40
"129",3,41
"130",3,42
"131",3,43
"132",3,44
"133",3,45
"134",3,46
"135",3,47
"136",3,51
"137",3,54
"138",3,55
"139",3,57
"140",3,58
"141",3,59
"142",3,60
"143",3,63
"144",3,69
"145",3,70
"146",3,72
"147",3,74
"148",3,75
"149",3,79
"150",3,80
"151",3,81
"152",3,82
"153",3,83
"154",3,84
"155",3,85
"156",3,86
"157",3,87
"158",3,88
"159",3,0
"160",4,1
"161",4,2
"162",4,3
"163",4,5
"164",4,6
"165",4,8
"166",4,9
"167",4,10
"168",4,11
"169",4,12
"170",4,13
"171",4,14
"172",4,15
"173",4,17
"174",4,18
"175",4,20
"176",4,22
"177",4,25
"178",4,28
"179",4,30
"180",4,31
"181",4,32
"182",4,33
"183",4,34
"184",4,35
"185",4,36
"186",4,38
"187",4,39
"188",4,40
"189",4,42
"190",4,43
"191",4,44
"192",4,45
"193",4,46
"194",4,47
"195",4,50
"196",4,52
"197",4,53
"198",4,55
"199",4,56
"200",4,57
"201",4,62
"202",4,64
"203",4,66
"204",4,67
"205",4,68
"206",4,69
"207",4,70
"208",4,71
"209",4,72
"210",4,73
"211",4,74
"212",4,75
"213",4,80
"214",4,81
"215",4,86
"216",4,87
"217",4,88
"218",4,89
"219",4,0
"220",5,1
"221",5,2
"222",5,3
"223",5,4
"224",5,7
"225",5,8
"226",5,9
"227",5,12
"228",5,13
"229",5,14
"230",5,16
"231",5,17
"232",5,18
"233",5,20
"234",5,22
"235",5,24
"236",5,25
"237",5,26
"238",5,27
"239",5,28
"240",5,30
"241",5,31
"242",5,33
"243",5,35
"244",5,39
"245",5,41
"246",5,42
"247",5,43
"248",5,44
"249",5,46
"250",5,47
"251",5,48
"252",5,49
"253",5,51
"254",5,54
"255",5,56
"256",5,58
"257",5,59
"258",5,60
"259",5,61
"260",5,62
"261",5,64
"262",5,66
"263",5,67
"264",5,69
"265",5,70
"266",5,71
"267",5,73
"268",5,75
"269",5,76
"270",5,77
"271",5,78
"272",5,80
"273",5,81
"274",5,83
"275",5,85
"276",5,87
"277",5,0
"278",6,2
"279",6,3
"280",6,4
"281",6,6
"282",6,7
"283",6,8
"284",6,9
"285",6,11
"286",6,13
"287",6,14
"288",6,15
"289",6,16
"290",6,17
"291",6,18
"292",6,19
"293",6,23
"294",6,24
"295",6,25
"296",6,27
"297",6,32
"298",6,36
"299",6,37
"300",6,39
"301",6,40
"302",6,41
"303",6,42
"304",6,43
"305",6,44
"306",6,45
"307",6,46
"308",6,47
"309",6,53
"310",6,54
"311",6,55
"312",6,56
"313",6,59
"314",6,61
